Country Name,Country Code,Group,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Brazil,BRA,"Population ages 0-14, male",26552171,26433999,26285429,26120814,25944187,25722626,25505627,25281770,25036304,24767415,24487883,24209801,23932067,23659523,23398593,23206777,23012141,22824115,22651125,22492872,22364725
Brazil,BRA,"Population ages 0-14, female",25617507,25488386,25331855,25162353,24983394,24761328,24544962,24323291,24081004,23815286,23537452,23259385,22980870,22707448,22445657,22251153,22054151,21864173,21688644,21526480,21398200
Brazil,BRA,"Population ages 15-64, female",58453321,59572578,60673860,61750681,62803064,63856389,64870563,65854417,66820001,67769111,68694081,69586143,70444564,71263040,72033452,72715847,73366430,73969876,74511196,74983663,75387773
Brazil,BRA,"Population ages 15-64, male",57027368,58096828,59155663,60196576,61218633,62226112,63198202,64145769,65082951,66012569,66908081,67778006,68622669,69435979,70209648,70874211,71515900,72120479,72673033,73167113,73574422
Brazil,BRA,"Population ages 65 and above, female",5388603,5618088,5858948,6100681,6338558,6578864,6814411,7054188,7310951,7592971,7897822,8221433,8567039,8937504,9335134,9745864,10181156,10639032,11116519,11613483,12105952
Brazil,BRA,"Population ages 65 and above, male",4157081,4327644,4503489,4675374,4839272,5022034,5196680,5370927,5555294,5756285,5989222,6232524,6488695,6760250,7049275,7369204,7704047,8051645,8409002,8775798,9162369
Brunei Darussalam,BRN,"Population ages 0-14, male",52287,52228,52241,52232,52085,52325,52244,52068,51987,52036,51793,51752,51798,51754,51521,51676,51400,50894,50479,50295,49817
Brunei Darussalam,BRN,"Population ages 0-14, female",50117,50111,49971,49781,49529,49505,49324,49092,48918,48851,48472,48408,48504,48544,48428,48586,48339,47881,47513,47369,46968
Brunei Darussalam,BRN,"Population ages 15-64, female",113634,116493,119119,121499,123695,125415,127124,128839,130570,132346,134475,136393,138203,140042,141950,143538,145443,147440,149227,150653,152173
Brunei Darussalam,BRN,"Population ages 15-64, male",115529,118910,122368,125753,129022,131617,134308,136968,139581,142228,145225,148109,150875,153553,156112,157941,159910,161843,163505,164796,166238
Brunei Darussalam,BRN,"Population ages 65 and above, female",4271,4575,4862,5149,5459,5808,6120,6368,6559,6718,6997,7326,7710,8170,8708,9291,9971,10735,11574,12474,13443
Brunei Darussalam,BRN,"Population ages 65 and above, male",4199,4460,4734,5020,5322,5592,5847,6083,6287,6455,6725,7009,7324,7715,8195,8759,9418,10167,10998,11896,12893
Bulgaria,BGR,"Population ages 0-14, male",623112,591902,570990,552317,536230,528270,521492,516627,514109,513245,516251,518499,520709,523570,526805,524745,525521,527046,526472,523107,519970
Bulgaria,BGR,"Population ages 0-14, female",592203,562000,541182,522536,506641,498783,492305,487839,485611,484893,487755,489838,491854,494565,497762,495701,496576,498285,497938,494769,491954
Bulgaria,BGR,"Population ages 15-64, female",2738158,2687754,2675396,2662994,2648176,2624594,2600818,2575707,2548472,2516790,2480759,2444717,2408023,2371231,2334113,2299940,2265258,2232418,2203277,2180176,2159045
Bulgaria,BGR,"Population ages 15-64, male",2705699,2659766,2652304,2646111,2639033,2620625,2603434,2585905,2566806,2543649,2510608,2478323,2446070,2414222,2382364,2351265,2319780,2290464,2265492,2247373,2227603
Bulgaria,BGR,"Population ages 65 and above, female",777725,771703,774257,775928,777125,778561,779598,781320,785487,792607,801784,814659,829432,843548,855059,866702,875052,881156,886321,891956,898563
Bulgaria,BGR,"Population ages 65 and above, male",572246,564037,561198,556975,551767,550189,547689,545163,543958,544416,551172,559852,569026,576804,581888,589468,593761,595668,596260,596633,601989
Burkina Faso,BFA,"Population ages 0-14, male",2837974,2919116,3001374,3085401,3171698,3269516,3368214,3467876,3568140,3668598,3777543,3884599,3990388,4095554,4200144,4307060,4413296,4518060,4620383,4720002,4823395
Burkina Faso,BFA,"Population ages 0-14, female",2750050,2828153,2906783,2986834,3068951,3162712,3257354,3352880,3448785,3544660,3649430,3751739,3852575,3953084,4053581,4156077,4258496,4359845,4458769,4554844,4654417
Burkina Faso,BFA,"Population ages 15-64, female",3124955,3215598,3311750,3413218,3519844,3620430,3727585,3841049,3960935,4087276,4209239,4340080,4478508,4623025,4773045,4924719,5082113,5246123,5418039,5598264,5779226
Burkina Faso,BFA,"Population ages 15-64, male",2905448,2999246,3099169,3205138,3317053,3423520,3537374,3658130,3785556,3919556,4049896,4188691,4335087,4488209,4647767,4809163,4977033,5152024,5334997,5526184,5717625
Burkina Faso,BFA,"Population ages 65 and above, female",198085,201441,204677,207887,211137,216303,221404,226385,231142,235656,241792,247704,253495,259289,265218,273039,280779,288624,296801,305457,315803
Burkina Faso,BFA,"Population ages 65 and above, male",128077,129543,130871,132098,133252,136692,140098,143405,146540,149465,154015,158439,162738,166868,170861,176292,181519,186790,192394,198527,206631
Burundi,BDI,"Population ages 0-14, male",1612348,1635886,1664922,1697642,1732958,1773387,1815848,1861180,1910602,1964693,2031257,2100885,2173612,2248837,2325913,2404121,2482363,2559984,2636217,2710353,2781958
Burundi,BDI,"Population ages 0-14, female",1613545,1635200,1662514,1693449,1726903,1765789,1806707,1850597,1898694,1951503,2015490,2082421,2152364,2224773,2299002,2374385,2449930,2524993,2598740,2670454,2739498
Burundi,BDI,"Population ages 15-64, female",1611375,1676872,1750392,1829277,1911072,1990661,2073832,2158855,2243816,2327643,2402698,2477549,2552599,2629163,2708454,2790985,2877765,2968774,3063857,3163000,3266242
Burundi,BDI,"Population ages 15-64, male",1526874,1592787,1666169,1744693,1826288,1906248,1989850,2075335,2160572,2244297,2317455,2389942,2462419,2536534,2613727,2694557,2780190,2870522,2965168,3063957,3166595
Burundi,BDI,"Population ages 65 and above, female",93728,94817,95883,96826,97575,99883,102243,104559,106689,108609,110764,112721,114870,117791,121843,127375,133819,141082,148992,157463,166832
Burundi,BDI,"Population ages 65 and above, male",67676,68556,69281,69801,70061,71882,73746,75578,77288,78861,80742,82474,84438,87203,91095,96579,102943,110024,117603,125554,134304
Cabo Verde,CPV,"Population ages 0-14, male",92107,91311,90407,89274,87899,86317,84583,82806,81209,79922,79353,79103,79111,79211,79276,79299,79229,79105,79034,79034,78701
Cabo Verde,CPV,"Population ages 0-14, female",90500,89880,89080,87925,86381,85190,83630,81896,80366,79272,78182,77700,77667,77780,77835,77804,77630,77378,77184,77095,76748
Cabo Verde,CPV,"Population ages 15-64, female",122279,125683,129013,132418,135908,138778,141744,144812,147908,150993,154853,158531,162021,165330,168455,171496,174475,177356,180099,182706,185422
Cabo Verde,CPV,"Population ages 15-64, male",108292,112498,116820,121490,126582,132392,138530,144772,150740,156228,160829,164958,168668,172144,175506,178676,181805,184859,187778,190541,193389
Argentina,ARG,"Population ages 65 and above, female",2173569,2204506,2234086,2264501,2297211,2330086,2364715,2401770,2441844,2479126,2528490,2579594,2632652,2687902,2745553,2804240,2864284,2925564,2987774,3051085,3113427
Argentina,ARG,"Population ages 65 and above, male",1472740,1494219,1513261,1531461,1549833,1576124,1601877,1627868,1654908,1679266,1720224,1761106,1801781,1842075,1881996,1929693,1976159,2021288,2064768,2106672,2156411
Armenia,ARM,"Population ages 0-14, male",392433,376496,361877,348365,335789,325764,316025,307490,301563,299090,299257,301360,305055,309435,313717,317322,320852,323937,326199,327414,326761
Cabo Verde,CPV,"Population ages 65 and above, female",13077,13752,14398,14975,15457,15783,16018,16179,16272,16313,16056,15763,15493,15347,15380,15491,15768,16164,16617,17070,17636
Cabo Verde,CPV,"Population ages 65 and above, male",9446,9831,10207,10537,10807,10711,10562,10381,10172,9916,9585,9186,8780,8464,8288,8374,8592,8902,9224,9542,10005
Cambodia,KHM,"Population ages 0-14, male",2542692,2525331,2515983,2509443,2500687,2483742,2467802,2451667,2438736,2432881,2441854,2448345,2457292,2473262,2497053,2518444,2549344,2584686,2616224,2639388,2656128
Cambodia,KHM,"Population ages 0-14, female",2461538,2445530,2438350,2431798,2419227,2400847,2378905,2356674,2341222,2336890,2345230,2354615,2367777,2385831,2408061,2430555,2457258,2485510,2510961,2530943,2545858
Cambodia,KHM,"Population ages 15-64, female",3694845,3823863,3937171,4044206,4152874,4262780,4372660,4482018,4587367,4686758,4781657,4881199,4980277,5074082,5160579,5242360,5317011,5387350,5458265,5532565,5609511
Cambodia,KHM,"Population ages 15-64, male",3315100,3436303,3543481,3645703,3751018,3864193,3977929,4094104,4209788,4321348,4420557,4525590,4630239,4727952,4816386,4903698,4979689,5049864,5123296,5204723,5290103
Cambodia,KHM,"Population ages 65 and above, female",221861,231104,240140,249417,259249,269861,280865,292318,304168,316507,327529,339028,351510,365784,382354,402084,423758,446707,469952,493039,515941
Cambodia,KHM,"Population ages 65 and above, male",169375,175588,181046,185908,190300,196282,201792,207054,212324,217821,224594,231677,239235,247595,257002,269149,282353,295678,307844,318313,328905
Cameroon,CMR,"Population ages 0-14, male",3604103,3686381,3771008,3857895,3947276,4050613,4154209,4259296,4367222,4478224,4598253,4719078,4839946,4959259,5075888,5194944,5310219,5421483,5528817,5632324,5737590
Cameroon,CMR,"Population ages 0-14, female",3550657,3631743,3714862,3799930,3887149,3989004,4090676,4193688,4299675,4409012,4525882,4643950,4762303,4879060,4992890,5108666,5220595,5328607,5432967,5533911,5636518
Cameroon,CMR,"Population ages 15-64, female",4170516,4297275,4429310,4567028,4710456,4845708,4989363,5139759,5294993,5454397,5611520,5774942,5945000,6122866,6309287,6496323,6692734,6898368,7112838,7335743,7559188
Cameroon,CMR,"Population ages 15-64, male",4102961,4231613,4366236,4507208,4654451,4793735,4941824,5096970,5257056,5421174,5579791,5744589,5916115,6095752,6284415,6473036,6671522,6879683,7096978,7322856,7548412
Cameroon,CMR,"Population ages 65 and above, female",277782,283656,289077,294052,298624,304414,309771,314775,319494,324035,330652,336978,343120,349197,355319,364347,373244,382035,390654,399135,410121
Cameroon,CMR,"Population ages 65 and above, male",222891,226937,230376,233209,235452,240203,244440,248186,251482,254394,260294,265730,270816,275719,280577,289233,297756,306085,314133,321895,332433
Canada,CAN,"Population ages 0-14, male",2992846,2979490,2962146,2942737,2920723,2905490,2890267,2881360,2878473,2878857,2893869,2904002,2910806,2919638,2926958,2940759,2969281,3010426,3048876,3070739,3082039
Canada,CAN,"Population ages 0-14, female",2850645,2836797,2819242,2800150,2778665,2762216,2745496,2734671,2729634,2728066,2743025,2753268,2761116,2772134,2782466,2799901,2830413,2871853,2909354,2929727,2941748
Canada,CAN,"Population ages 15-64, female",10561666,10708737,10834564,10963488,11091746,11226895,11354432,11487968,11618288,11733357,11814723,11908497,11993473,12063083,12091328,12171637,12249249,12346623,12446900,12513524,12499106
Canada,CAN,"Population ages 15-64, male",10684553,10831163,10957769,11089741,11223024,11354804,11479659,11610930,11738908,11851678,11925250,12009350,12084219,12145992,12170544,12255257,12341014,12448995,12560210,12636824,12626029
Canada,CAN,"Population ages 65 and above, female",2239511,2275116,2307846,2345198,2388516,2431677,2477606,2532188,2597144,2672445,2745749,2833193,2929258,3029611,3125515,3231459,3340073,3459187,3587064,3715337,3818891
Canada,CAN,"Population ages 65 and above, male",1691681,1728776,1762461,1799341,1841079,1890093,1941565,2000002,2066447,2140486,2216712,2305912,2404082,2506977,2606098,2710475,2815206,2928001,3048826,3171053,3278295
Central African Republic,CAF,"Population ages 0-14, male",811830,830592,848245,865402,882277,903961,925306,944879,960595,971089,986582,997349,1004942,1012097,1020983,1025514,1031687,1039326,1048030,1057587,1064872
Central African Republic,CAF,"Population ages 0-14, female",804219,823034,840677,857734,874412,895744,916642,935773,951183,961549,976322,986703,994150,1001269,1010146,1014384,1020263,1027612,1036055,1045376,1052432
Central African Republic,CAF,"Population ages 15-64, female",1006128,1025976,1046574,1067804,1089625,1106891,1125026,1143032,1159689,1174341,1174961,1173443,1172088,1173561,1179700,1196985,1219481,1246463,1276545,1308627,1344968
Central African Republic,CAF,"Population ages 15-64, male",969368,990661,1012980,1035948,1059356,1077310,1095939,1114389,1131637,1147112,1147838,1146773,1146105,1148325,1155141,1172246,1194449,1221108,1250982,1283031,1319115
Central African Republic,CAF,"Population ages 65 and above, female",75766,76832,77637,78181,78465,79341,79968,80244,80016,79234,79383,78979,78246,77445,76760,77478,78403,79480,80606,81719,83619
Central African Republic,CAF,"Population ages 65 and above, male",54705,55034,55072,54814,54245,54828,55123,55051,54503,53440,53553,53164,52414,51474,50441,51076,51740,52386,52961,53424,54981
Chad,TCD,"Population ages 0-14, male",2139668,2228348,2318155,2406969,2493012,2584082,2671688,2756826,2841320,2926649,3020894,3114586,3207434,3298671,3387544,3481748,3573236,3662291,3749447,3835225,3928197
Chad,TCD,"Population ages 0-14, female",2115885,2204284,2294128,2383020,2469025,2560026,2647221,2731901,2816289,2902030,2995577,3089234,3182444,3273943,3362676,3455228,3544787,3631788,3717030,3801202,3891580
Chad,TCD,"Population ages 15-64, female",2106348,2184642,2268298,2356030,2447181,2532261,2621451,2715608,2815790,2922579,3029417,3143934,3264799,3390474,3520091,3645816,3776099,3911513,4052828,4200400,4346392
Chad,TCD,"Population ages 15-64, male",2070541,2149530,2234124,2322914,2415173,2501228,2591216,2686194,2787421,2895570,3002202,3116911,3238363,3364931,3495692,3621543,3752213,3888207,4030236,4178615,4323843
Chad,TCD,"Population ages 65 and above, female",135221,138720,142202,145608,148928,152555,156030,159368,162556,165632,169447,173062,176818,181198,186470,193379,200872,208703,216502,224087,232193
Chad,TCD,"Population ages 65 and above, male",110386,113702,117006,120220,123311,126970,130425,133692,136766,139674,143449,147021,150575,154345,158498,163944,169554,175225,180839,186330,192780
Channel Islands,CHI,"Population ages 0-14, male",12878,12780,12698,12647,12626,12669,12713,12738,12721,12655,12831,12923,12965,13012,13078,13116,13158,13208,13255,13289,13352
Channel Islands,CHI,"Population ages 0-14, female",12267,12172,12091,12055,12065,12120,12159,12182,12192,12172,12323,12421,12481,12523,12551,12664,12691,12688,12702,12744,12763
Channel Islands,CHI,"Population ages 15-64, female",51506,51678,51861,52088,52379,52723,53239,53880,54551,55142,55317,55425,55546,55744,56074,56395,56858,57365,57808,58135,58357
Channel Islands,CHI,"Population ages 15-64, male",50572,50830,51099,51453,51887,52321,52913,53651,54452,55181,55378,55547,55755,56046,56444,56840,57289,57745,58175,58544,58764
Channel Islands,CHI,"Population ages 65 and above, female",12620,12705,12763,12813,12910,13095,13293,13456,13584,13722,13983,14258,14533,14795,15046,15349,15707,16097,16500,16910,17339
Channel Islands,CHI,"Population ages 65 and above, male",9254,9426,9558,9666,9807,10071,10327,10534,10687,10846,11158,11477,11759,11987,12194,12558,12963,13393,13824,14237,14669
Chile,CHL,"Population ages 0-14, male",2117222,2099479,2079707,2057013,2031980,2008228,1983806,1959705,1937569,1918449,1906487,1895271,1886689,1882058,1881512,1881390,1882359,1882894,1880165,1871435,1859464
Chile,CHL,"Population ages 0-14, female",2042643,2025286,2006000,1983875,1959450,1936428,1912703,1889278,1867790,1849261,1838115,1827663,1819638,1815164,1814251,1814923,1816184,1816838,1814395,1806281,1793569
Chile,CHL,"Population ages 15-64, female",5129300,5210266,5291541,5374831,5460274,5546872,5634847,5722321,5806443,5885306,5955782,6022131,6085481,6148558,6213216,6291312,6373512,6451163,6513717,6554730,6562553
Chile,CHL,"Population ages 15-64, male",5015112,5100684,5186759,5275181,5366163,5456442,5548518,5640360,5728887,5812117,5884421,5952595,6018408,6085470,6156269,6240559,6331150,6418811,6491959,6543428,6556764
Chile,CHL,"Population ages 65 and above, female",710123,731730,753471,776110,800114,823563,848241,874312,901827,930963,958634,987695,1019364,1055423,1097089,1137579,1183487,1232749,1282149,1329529,1380900
Chile,CHL,"Population ages 65 and above, male",501712,516968,532171,547962,564732,582974,602086,622279,643668,666435,690145,715004,741931,772296,807019,843309,883743,926711,969650,1010806,1059112
China,CHN,"Population ages 0-14, male",161648287,156842907,150630832,144945782,140836316,137575323,135621066,134754702,134200891,133532953,133316577,133288880,133276313,133355744,133527703,133778032,134087999,134177435,133990990,133457089,132534629
China,CHN,"Population ages 0-14, female",146324241,141229335,134759753,128842766,124515677,120968813,118755002,117654622,116902419,116082228,115647404,115471531,115380285,115422633,115589960,115949833,116356400,116593984,116650930,116474339,115975334
China,CHN,"Population ages 15-64, female",426535052,434515777,443537698,451912909,458795658,464685782,469131965,472434985,475208034,477787969,480091947,482847931,485228165,486837131,487484569,487256431,486636714,485079055,483156615,481133334,479003413
China,CHN,"Population ages 15-64, male",449078998,457131677,466309161,474895410,482021879,488079228,492730984,496279809,499350356,502289492,504890536,508107916,511040174,513238352,514491575,514766031,514693904,513715600,512447020,511150961,509526752
China,CHN,"Population ages 65 and above, female",46306700,47460014,48658707,49789814,50818905,51905862,52906105,53911639,55048919,56405551,58123345,60057017,62264502,64924903,68137493,72014352,76493739,81181747,85672738,89721317,93193709
China,CHN,"Population ages 65 and above, male",41956723,43220291,44503850,45688319,46731565,47804992,48739878,49619243,50549381,51606807,52965191,54416725,56050562,58081237,60628700,64025322,67946243,72012179,75826707,79162959,82126164
Colombia,COL,"Population ages 0-14, male",6598753,6614303,6627980,6626644,6603672,6572922,6518528,6447177,6371425,6298650,6212827,6136078,6068390,6008315,5957246,5920247,5889386,5859510,5822610,5771394,5738345
